ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,location_start_date,location_end_date,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,parking_tax,transient_occupancy_tax,lic,lic_code_description,supervisor_district,neighborhoods_analysis_boundaries,dba_end_date,business_corridor
1151120-06-171,0134408,Forge Architecture,Forge,500 Montgomery St,San Francisco,CA,94111,1981-01-01T00:00:00.000,2017-03-10T00:00:00.000,,500 Montgomery St,San Francisco,94111,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
0458230-01-001,0458230,Cookhouse LLC,Cookhouse,253 Columbus Ave,San Francisco,CA,94133,2011-03-04T00:00:00.000,2011-03-04T00:00:00.000,2022-11-10T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2022-11-10T00:00:00.000,Chinatown
1026536-04-151,0487314,Delacey Riebel Fmly Law Group,Delacey Riebel Fmly Law Group,505 Montgomery St 7th Fl,San Francisco,CA,94111,2014-01-01T00:00:00.000,2014-10-01T00:00:00.000,2018-05-17T00:00:00.000,180 Montgomery St 1900 Ste,San Francisco,94104,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1308519-06-221,0344078,Squire Patton Boggs (Us) Llp,Squire Patton Boggs (Us) Llp,475 Sansome St Fl 16,San Francisco,CA,94111,2000-07-16T00:00:00.000,2022-06-01T00:00:00.000,2023-06-10T00:00:00.000,1500 W 3rd St Ste 450,Cleveland,44113,OH,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1197637-08-181,0421409,Al Talent Inc,Venture Hacks Inc,90 Gold St Fl 3,San Francisco,CA,94133,2007-09-01T00:00:00.000,2017-09-01T00:00:00.000,2019-01-25T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2022-12-31T00:00:00.000,
1135106-02-171,1064935,Tideline Advisors LLC,Tideline Advisors LLC,Battery St,San Francisco,CA,94111,2015-11-23T00:00:00.000,2015-11-23T00:00:00.000,,0000 Undeliverable Mail,San Francisco,99999,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1257952-08-201,1116660,Hank Kwong Fung,Pacific Dermatology,728 Pacific Ave 704,San Francisco,CA,94133,2020-08-13T00:00:00.000,2020-08-13T00:00:00.000,,728 Pacific Ave 704,San Francisco,94133,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,Chinatown
1342245-09-231,1150554,Kathleen V. Fisher,Law Offices Of Kathleen V. Fisher,505 Montgomery St Bldg,San Francisco,CA,94111,2023-09-01T00:00:00.000,2023-09-01T00:00:00.000,2024-11-22T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2024-11-22T00:00:00.000,
1271218-03-211,0442374,Sandler Travis & Rosenberg Pa,"Sandler, Travis & Rosenberg, P.A.",601 Montgomery St,San Francisco,CA,94111,2009-02-01T00:00:00.000,2019-12-01T00:00:00.000,2022-08-30T00:00:00.000,5835 Blue Lagoon Dr Fl 200,Miami,33126,FL,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1228932-07-191,0481130,Stanaland Russell,Stanaland & Company,500 Washington St Ste 475,San Francisco,CA,94111,2013-06-03T00:00:00.000,2016-12-15T00:00:00.000,2021-12-10T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2021-12-10T00:00:00.000,
1137466-02-171,1066064,"Miyamoto International, Inc.","Miyamoto International, Inc.",555 Montgomery St Ste 803,San Francisco,CA,94111,2017-01-03T00:00:00.000,2017-01-03T00:00:00.000,,1450 Halyard Dr Ste West,W Sacramento,95691,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
0441034-01-001,0441034,Thomas Quinn And Krieger Llp,Thomas Quinn And Krieger Llp,500 Sansome St 450,San Francisco,CA,94111,2009-08-01T00:00:00.000,2010-12-20T00:00:00.000,2015-01-29T00:00:00.000,219 9th St 2nd Fl.,San Francisco,94103,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1278113-05-211,1006633,Page Southerland Page Inc,Page Southerland Page,414 Jackson St #404,San Francisco,CA,94111,2014-11-11T00:00:00.000,2014-11-11T00:00:00.000,,1100 Louisiana St One Ste,Houston,77002,TX,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
0451955-01-999,0451955,Dnv Gl Energy Insights Usa Inc,Kema Inc,67 S Bedford St Ste 201e,Burlington,MA,,2010-08-01T00:00:00.000,2010-08-01T00:00:00.000,2018-08-23T00:00:00.000,1400 Ravello Rd,Katy,77449,TX,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1179788-02-181,1083938,Amalgamated Token Services Inc,Coinlist,665 Montgomery St Fl 7th,San Francisco,CA,94111,2018-01-01T00:00:00.000,2018-01-01T00:00:00.000,2021-09-30T00:00:00.000,900 Kearny St Ste 500,San Francisco,94120,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1160751-09-171,1056936,"Openx Technologies, Inc.","Openx Technologies, Inc.",650 California St Rm 150,San Francisco,CA,94108,2016-08-29T00:00:00.000,2017-07-05T00:00:00.000,2020-03-02T00:00:00.000,177 E Colorado Blvd Ste 3039,Pasadena,91105,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,Chinatown
1197128-08-181,1091137,Dh And Company Llp,Dh And Company Llp,725 Commercial St,San Francisco,CA,94108,2018-08-01T00:00:00.000,2018-08-01T00:00:00.000,,725 Commercial St,San Francisco,94108,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,Chinatown
1134542-01-171,1064677,Adam Katz,Imprint Projects LLC,883 Sacramento St,San Francisco,CA,94108,2015-04-01T00:00:00.000,2015-04-01T00:00:00.000,2018-12-01T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2020-07-09T00:00:00.000,Chinatown
0116615-02-001,0116615,Schainbaum Martin A Inc,Martin A Schainbaum Inc,601 Montgomery St Ste 688,San Francisco,CA,94111,1978-08-28T00:00:00.000,2013-12-24T00:00:00.000,2018-09-19T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2022-12-31T00:00:00.000,
1079483-06-161,0413422,Sutherlandgold Group LLC,Sutherland Gold Communications,315 Pacific Ave,San Francisco,CA,94111,2002-04-01T00:00:00.000,2002-04-01T00:00:00.000,2019-04-23T00:00:00.000,Po Box 591313,San Francisco,94159,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
0472905-01-001,0472905,Tan Ji,Pro Tax Cpa & Associates Group,918 Grant Ave,San Francisco,CA,94108,2012-10-01T00:00:00.000,2012-10-01T00:00:00.000,2018-05-31T00:00:00.000,2127 34th Ave,San Francisco,94116,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,Chinatown
1124975-10-161,0008091,Watson & Lanctot Llp,Watson & Machado Llp,423 Washington St 5th Fl,San Francisco,CA,94111,1968-10-01T00:00:00.000,2016-06-01T00:00:00.000,2018-08-01T00:00:00.000,180 Montgomery St 16th Floor,San Francisco,94101,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1222345-05-191,0325419,Borek Jr Thaddeus C,Thaddeus Borek Jr Atty At Law,505 Sansome St Ste 1501,San Francisco,CA,94111,1999-04-01T00:00:00.000,2019-01-22T00:00:00.000,2020-06-15T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2020-06-15T00:00:00.000,
0166178-01-001,0166178,Wfbm Llp,Walsworth Franklin Bevins Etal,601 Montgomery St 9th Fl,San Francisco,CA,94111,1987-08-01T00:00:00.000,2011-05-18T00:00:00.000,2014-09-04T00:00:00.000,19900 Macarthur Blvd Ste 1150,Irvine,92612,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1196843-08-181,0952600,Better World Advertising Inc,Better World Advertising,655 Commercial St,San Francisco,CA,94111,1996-03-19T00:00:00.000,2017-01-01T00:00:00.000,2021-12-31T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2021-12-31T00:00:00.000,
1213123-02-191,1063818,Spendvu LLC,Spendvu LLC,530 Jackson St Fl 4th,San Francisco,CA,94133,2016-01-01T00:00:00.000,2018-06-01T00:00:00.000,2020-12-31T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2020-12-31T00:00:00.000,
1215736-03-191,1099488,Voiceme.Ai Corp,Voiceme.Ai,600 California St,San Francisco,CA,94108,2018-12-01T00:00:00.000,2018-12-01T00:00:00.000,2024-09-17T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2024-09-17T00:00:00.000,
1253651-06-201,1114918,Juliana E. Pisani,Law Office Of Juliana E. Pisani,555 Montgomery St 605,San Francisco,CA,94111,2017-04-20T00:00:00.000,2017-04-20T00:00:00.000,2023-01-01T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2023-01-01T00:00:00.000,
1005502-08-141,0479129,Morenstein Cronan LLC,Branch Creative,48 Gold St,San Francisco,CA,94133,2013-04-20T00:00:00.000,2014-03-01T00:00:00.000,2016-09-30T00:00:00.000,855 Montgomery St,San Francisco,94133,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1293683-12-211,1099089,Eleven LLC,Eleven Chicago LLC,500 Sansome St Fl 1,San Francisco,CA,94111,2018-10-01T00:00:00.000,2019-09-01T00:00:00.000,2023-06-30T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2023-06-30T00:00:00.000,
0449978-01-001,0449978,Spielman Stefan A,Law Off Of Stefan A Spielman,601 Montgomery St Ste 500,San Francisco,CA,94111,2010-06-10T00:00:00.000,2010-06-10T00:00:00.000,,601 Montgomery St Ste 500,San Francisco,94111,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1147205-05-171,1070528,Meetjolt Inc,Meetjolt Inc,600 California Street St 120384,San Francisco,CA,94108,2017-04-01T00:00:00.000,2017-04-01T00:00:00.000,2020-04-01T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2020-04-01T00:00:00.000,
1331823-05-231,1113686,"Acquire App, Inc.",Acquire App,595 Pacific Ave 4th Floo,San Francisco,CA,94133,2020-03-12T00:00:00.000,2020-08-04T00:00:00.000,,595 Pacific Ave 4 Fl,San Francisco,94133,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1343135-09-231,1150554,Kathleen V. Fisher,Fisher Law Office,505 Montgomery St Fl 10th,San Francisco,CA,94111,2023-09-01T00:00:00.000,2023-09-20T00:00:00.000,2024-11-22T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2024-11-22T00:00:00.000,
0453231-01-001,0453231,Raymond Tax Services Inc,Raymond Tax Services Inc,1341 Stockton St,San Francisco,CA,94133,2010-10-08T00:00:00.000,2010-10-08T00:00:00.000,2018-06-30T00:00:00.000,750 Washington St 2 Fl,San Francisco,94108,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1254041-06-201,1115080,Proverb Strategy Advisors,Proverb Strategy Advisors,728 Sacramento Street,San Francisco,CA,94108,2020-04-10T00:00:00.000,2020-04-10T00:00:00.000,,728 Sacramento Street,San Francisco,94108,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,Chinatown
0943406-02-001,0943406,Painter Lynne,Triage Management,21 Columbus Ave Ste 206,San Francisco,CA,94111,1995-07-13T00:00:00.000,2011-12-01T00:00:00.000,,21 Columbus Ave Ste 206,San Francisco,94111,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
0187671-02-001,0187671,Gaffney Robert P,Law Ofcs Of Robert P Gaffney,601 Montgomery St Ste 1114,San Francisco,CA,94111,1989-04-01T00:00:00.000,2011-10-24T00:00:00.000,,601 Montgomery St Ste 1114,San Francisco,94111,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1148526-05-171,0481067,Nail Ryan,Nail Law Group,475 Sansome St Ste 1850,San Francisco,CA,94111,2012-10-01T00:00:00.000,2017-01-01T00:00:00.000,2019-04-30T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2019-04-30T00:00:00.000,
1194215-07-181,1089843,Newgen Software Inc.,Newgen Software Inc.,600 California St 13041,San Francisco,CA,94108,2017-08-01T00:00:00.000,2017-08-01T00:00:00.000,2024-06-30T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2024-06-30T00:00:00.000,
1026042-04-151,1012588,Zhao Warren,Chiropractic For Humanity,126 Waverly Place,San Francisco,CA,94108,2015-04-16T00:00:00.000,2015-04-16T00:00:00.000,,126 Waverly Pl,San Francisco,94108,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,Chinatown
1222193-05-191,0301561,Wan Guo Zhi/Li Dong Mei,Wan Acupuncture Clinc,160 Waverly Pl 203,San Fracisco,CA,94108,1997-01-02T00:00:00.000,2019-05-01T00:00:00.000,,160 Waverly Pl Ste 203,San Francisco,94108,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,Chinatown
1309292-07-221,0484592,Wilson Joseph G,Joseph G. Wilson IIi,640 Clay St Apt 330,San Francisco,CA,94111,2012-01-05T00:00:00.000,2022-02-24T00:00:00.000,,640 Clay St Apt 330,San Francisco,94111,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
0327477-05-001,0327477,Harvey Nash Inc,Harvey Nash Inc,475 Sansome St Ste 1710,San Francisco,CA,94111,1998-12-31T00:00:00.000,2012-12-01T00:00:00.000,2023-11-30T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2023-11-30T00:00:00.000,
0910205-01-002,0910205,Huang Zhen Zhong,Huangs Holistic Acupuncture,39 Wentworth St,San Francisco,CA,94108,1992-01-01T00:00:00.000,1995-04-03T00:00:00.000,2014-11-01T00:00:00.000,1762 18th Ave,San Francisco,94122,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1311493-08-221,1118551,"Project 1972, Inc.",Chief - SF,735 Montgomery St,San Francisco,CA,94111,2020-07-01T00:00:00.000,2022-08-01T00:00:00.000,,13 E 19th St,New York,10003,NY,5400-5499,"Professional, Scientific, and Technical Services",False,False,H85,EMPLOYEE CAFETERIA LIMITED FOOD PREP,3,Chinatown,,
0459260-01-001,0459260,Lipson Kenneth,Law Offices Of Kenneth Lipson,505 Montgomery St Fl 11,San Francisco,CA,94111,2006-09-01T00:00:00.000,2006-09-01T00:00:00.000,,505 Montgomery St Fl 11,San Francisco,94111,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1138410-03-171,1066485,Tt Bello Jv,Thornton Tomasetti,650 California St Ste 1400,San Francisco,CA,94108,2017-02-16T00:00:00.000,2017-02-16T00:00:00.000,2020-02-12T00:00:00.000,0000 Undeliverable Mail,San Francisco,99999,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,Chinatown
1380545-02-251,1107802,"Lovefrom, Inc.",Lovefrom Inc,807 Montgomery St,San Francisco,CA,94133,2019-10-01T00:00:00.000,2023-09-05T00:00:00.000,,Po Box 471000,San Francisco,94147,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1372690-10-241,0018542,Mccann Erickson Usa Inc,Agencytwofifteen LLC,215 Leidesdorff St,San Francisco,CA,94111,2004-05-10T00:00:00.000,2004-05-10T00:00:00.000,,13801 Fnb Pkwy,Omaha,68154,NE,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1274978-04-211,0396363,Paris Region Intl.Mission Ent.,Prime,600 California St Fl 11,San Francisco,CA,94108,2006-03-06T00:00:00.000,2021-01-01T00:00:00.000,,600 California St Fl 11,San Francisco,94108,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
0950386-01-001,0950386,"Kearns & West, Inc",Kearns & West Inc,475 Sansome St 570,San Francisco,CA,94111,1987-03-05T00:00:00.000,2001-12-29T00:00:00.000,2016-03-31T00:00:00.000,500 Washington St Ste 425,San Francisco,94111,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
0454552-01-001,0454552,Scion Staffing Inc,Scion Non-Profit Staffing,576 Sacramento St Fl 2,San Francisco,CA,94111,2011-01-01T00:00:00.000,2011-01-01T00:00:00.000,2022-11-20T00:00:00.000,415 Sw 2nd Ave,Portland,97204,OR,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1317128-10-221,1140038,"Boucher, Llp","Boucher, Llp",555 Montgomery St Ste 1205,San Francisco,CA,94111,2022-09-01T00:00:00.000,2022-09-01T00:00:00.000,,21600 Oxnard St Ste 600,Woodland Hills,91367,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1284506-08-211,0941814,Weaver Schlenger & Mazel,"Weaver Schlenger, Llp",550 Montgomery St Ste 650,San Francisco,CA,94111,1995-04-01T00:00:00.000,2016-05-01T00:00:00.000,,550 Montgomery St Ste 650,San Francisco,94111,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1196065-07-181,1090655,Studio Ku,Studio Ku,1524 Mason St,San Francisco,CA,94133,2018-07-25T00:00:00.000,2018-07-25T00:00:00.000,2023-05-30T00:00:00.000,21 Columbus Ave Ste 217,San Francisco,94111,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1145580-05-171,0481481,Mobiquity Inc,Mobiquity Inc.,475 Sansome St Ste 710,San Francisco,CA,94111,2013-03-01T00:00:00.000,2017-05-01T00:00:00.000,,230 3rd Ave Fl 3,Waltham,02451,MA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1074547-06-161,1036245,Melissa Huang,Melissa Huang,950 Grant Ave Fl 2,San Francisco,CA,94108,2016-05-09T00:00:00.000,2016-05-09T00:00:00.000,2017-05-01T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2017-05-01T00:00:00.000,Chinatown
1160760-09-171,0420354,Rhythmone LLC,Rhythmcontent,601 Montgomery St 1600,San Francisco,CA,94111,2007-05-22T00:00:00.000,2017-09-01T00:00:00.000,2018-10-31T00:00:00.000,1037 Ne 65th St Pmb 81938,Seattle,98115,WA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1272691-03-211,0950655,Cdf Labor Law Llp,Cdf Labor Law Llp,600 Montgomery St,San Francisco,CA,94111,1996-01-01T00:00:00.000,2020-10-09T00:00:00.000,2024-11-30T00:00:00.000,18300 Von Karman Ave 800 Ste,Irvine,92612,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1199543-09-181,1092228,Kenny Jeong,Run It Better,950 Stockton St Ste 401,San Francisco,CA,94108,2018-09-01T00:00:00.000,2018-09-01T00:00:00.000,2019-06-28T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2019-06-28T00:00:00.000,Chinatown
0475600-01-001,0475600,Seidel Architects Incorporated,Seidel Architects Incorporated,545 Sansome St Ste 901,San Francisco,CA,94111,2013-01-01T00:00:00.000,2013-01-01T00:00:00.000,2021-07-31T00:00:00.000,109 Stevenson St Ste 600,San Francisco,94105,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1341527-08-231,0376167,"Dietz, Gilmor & Associates","Dietz, Gilmor & Chazen, Apc",601 Montgomery St Ste 1088,San Francisco,CA,94111,2004-01-15T00:00:00.000,2022-11-28T00:00:00.000,,9665 Granite Ridge Dr 110 Ste,San Diego,92123,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1304282-05-221,1134884,Talentful Inc.,Talentful Inc.,600 California St # 11,San Francisco,CA,94108,2020-01-14T00:00:00.000,2020-01-14T00:00:00.000,,0000 Undeliverable Mail,San Francisco,99999,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1275722-04-211,1083959,Clark Hill Llp,Clark Hill Llp,505 Montgomery St # 13,San Francisco,CA,94111,2017-07-17T00:00:00.000,2017-07-31T00:00:00.000,,500 Woodward Ave 3500 Ste,Detroit,48226,MI,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
