permit_number,permit_type,permit_type_definition,permit_creation_date,block,lot,street_number,street_name,street_suffix,description,status,status_date,number_of_existing_stories,number_of_proposed_stories,estimated_cost,existing_use,existing_units,proposed_use,proposed_units,plansets,existing_occupancy,proposed_occupancy,existing_construction_type,existing_construction_type_description,proposed_construction_type,proposed_construction_type_description,last_permit_activity_date,application_submission_method,adu,primary_address_flag,supervisor_district,neighborhoods_analysis_boundaries,zipcode,location,point_source,record_id,data_as_of,data_loaded_at,filed_date,issued_date,completed_date,revised_cost,unit,fire_only_permit,unit_suffix,structural_notification,site_permit,street_number_suffix,first_construction_document_date
202404129937,8,otc alterations permit,2024-04-12T00:00:00.000,6072,004A,338,La Grande,Av,reroofing,issued,2024-04-15T09:48:11.000,2,2,13000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-15T09:45:13.000,in-house,N,Y,11,Excelsior,94112,"{'type': 'Point', 'coordinates': [-122.426012494, 37.719533189]}",eas_address_point,1692825195149,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T15:20:34.000,2024-04-15T09:48:11.000,,13000.0,,,,,,,
202404129908,8,otc alterations permit,2024-04-12T00:00:00.000,6016,033A,219,Paris,St,"relocate existing bathroom, add a powder room, add new interior staircase, structural work included. no exterior work.",complete,2024-09-09T09:29:13.000,2,2,75000.0,1 family dwelling,1.0,1 family dwelling,1.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-12T14:18:08.000,in-house,N,Y,11,Excelsior,94112,"{'type': 'Point', 'coordinates': [-122.432054966, 37.725032215]}",eas_address_point,1692794194138,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T13:04:45.000,2024-04-12T14:21:28.000,2024-09-09T09:29:13.000,98000.0,,,,,,,
202404129921,8,otc alterations permit,2024-04-12T00:00:00.000,0275B,184,900,Bush,St,"remodel 2 bathrooms like to like, no chnge of location plumbng electrical. 1. replace old bathtub, install new tile (walls & floor) replace toilet (no change location). replace (e) exhaust fan&light. 2. replace (e) shower pan w/ new shower (tiled). replace toilet. replace exhast fan, lights & mirror",complete,2024-10-29T12:26:13.000,12,12,22500.0,apartments,187.0,apartments,187.0,0,"R-2,B","R-2,B",1,constr type 1,1,constr type 1,2024-04-12T15:03:05.000,in-house,N,Y,3,Nob Hill,94109,"{'type': 'Point', 'coordinates': [-122.412562004, 37.789826424]}",eas_address_point,169280966682,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T14:00:26.000,2024-04-12T15:08:00.000,2024-10-29T12:26:13.000,41104.0,1208,,,,,,
202404129891,8,otc alterations permit,2024-04-12T00:00:00.000,2448,001B,2511,47th,Av,repalcement of rear house siding- not same material: windows in rear and door. 350 sf,issued,2024-04-12T13:04:43.000,2,2,20000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-12T12:59:56.000,in-house,N,Y,4,Sunset/Parkside,94116,"{'type': 'Point', 'coordinates': [-122.505781605, 37.73956749]}",eas_address_point,1692774136587,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T11:55:10.000,2024-04-12T13:04:43.000,,20000.0,,,,,,,
202404129902,8,otc alterations permit,2024-04-12T00:00:00.000,1280,034,38,Alma,St,"updatin kitchen cabinets, appliances, light fixtures, flooring in kind.",complete,2024-07-26T10:07:56.000,2,2,4000.0,2 family dwelling,2.0,2 family dwelling,2.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-12T13:11:04.000,in-house,N,Y,8,Haight Ashbury,94117,"{'type': 'Point', 'coordinates': [-122.448816515, 37.763521597]}",eas_address_point,169278895296,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T12:40:49.000,2024-04-12T13:18:55.000,2024-07-26T10:07:56.000,36123.0,,,,,,,
202404129885,8,otc alterations permit,2024-04-12T00:00:00.000,1065,034B,156,Parker,Av,revision to pa# 2024-0126-4734 add two (n) skylights in dining room. expand (e) pantry & closet. remodel bedroom to accommodate pantry and closet expansion,complete,2024-10-02T09:55:13.000,2,2,10000.0,1 family dwelling,1.0,1 family dwelling,1.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-06-05T14:21:57.000,in-house,N,Y,2,Presidio Heights,94118,"{'type': 'Point', 'coordinates': [-122.454077458, 37.782716422]}",eas_address_point,169276688707,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T11:20:40.000,2024-06-05T14:27:28.000,2024-10-02T09:55:13.000,10000.0,,,,,,,
202404129860,8,otc alterations permit,2024-04-12T00:00:00.000,0832,004,207,Gough,St,unit 42: kitchen and bathroom remodel. electrical upgrade in the unit,complete,2024-11-01T12:34:55.000,3,3,50000.0,apartments,36.0,apartments,36.0,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-04-12T10:09:31.000,in-house,N,Y,5,Hayes Valley,94102,"{'type': 'Point', 'coordinates': [-122.422946385, 37.7751692]}",eas_address_point,169273982592,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T09:27:33.000,2024-04-12T10:11:14.000,2024-11-01T12:34:55.000,55000.0,,,,,,,
202404129841,8,otc alterations permit,2024-04-12T00:00:00.000,2106,042,1906,29th,Av,"replace (2) front windows street facing in-kind. (e) wood, (n) aluminum clad wood double glider, double casement maintaning fol no size change. same window operation. same location. no structural work. u factor 0.30 max.",complete,2025-01-10T11:37:30.000,2,2,17999.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-12T09:11:47.000,in-house,N,Y,4,Sunset/Parkside,94116,"{'type': 'Point', 'coordinates': [-122.486796543, 37.751701921]}",eas_address_point,1692718126113,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T08:16:19.000,2024-04-12T09:22:31.000,2025-01-10T11:37:30.000,17999.0,,,,,,,
202404129918,8,otc alterations permit,2024-04-12T00:00:00.000,1585,001O,673,42nd,Av,"replace 1 rear entry door non- street visible. (e) wood, (n) steel. no size change.",complete,2024-07-02T11:45:21.000,2,2,7552.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-12T14:40:07.000,in-house,N,Y,1,Outer Richmond,94121,"{'type': 'Point', 'coordinates': [-122.503033373, 37.77595969]}",eas_address_point,1692806105562,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T13:50:39.000,2024-04-12T14:45:27.000,2024-07-02T11:45:21.000,7552.0,,,,,,,
202404129854,8,otc alterations permit,2024-04-12T00:00:00.000,3708,056,525,Market,St,t.i. (no change of use) on 28th floors as to add one private office. work includes removal and replacement of ceiling and carpeting and new electrical receptacle in office.,complete,2024-05-28T09:52:54.000,38,38,128306.0,office,0.0,office,0.0,2,B,B,1,constr type 1,1,constr type 1,2024-04-12T10:43:38.000,in-house,N,Y,6,Financial District/South Beach,94105,"{'type': 'Point', 'coordinates': [-122.399325506, 37.790631414]}",eas_address_point,1692733164534,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T09:02:28.000,2024-04-12T10:49:01.000,2024-05-28T09:52:54.000,128306.0,,,,,,,
202404129869,8,otc alterations permit,2024-04-12T00:00:00.000,6519,033,1343,South Van Ness,Av,reroofing,complete,2024-04-30T12:37:16.000,2,2,24000.0,2 family dwelling,2.0,2 family dwelling,2.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-12T10:54:06.000,in-house,N,Y,9,Mission,94110,"{'type': 'Point', 'coordinates': [-122.415843058, 37.751722102]}",eas_address_point,1692750206008,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T10:07:09.000,2024-04-12T10:58:45.000,2024-04-30T12:37:16.000,24000.0,,,,,,,
202404129847,8,otc alterations permit,2024-04-12T00:00:00.000,3727,060,666,Natoma,St,remodel kitchen and 2 bathrooms,issued,2024-04-12T09:20:41.000,2,2,107500.0,1 family dwelling,1.0,1 family dwelling,1.0,0,"R-3,B","R-3,B",5,wood frame (5),5,wood frame (5),2024-04-12T09:12:04.000,in-house,N,Y,6,South of Market,94103,"{'type': 'Point', 'coordinates': [-122.411489334, 37.777404468]}",eas_address_point,1692724450596,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T08:36:08.000,2024-04-12T09:20:41.000,,107500.0,,,,,,,
202404129836,8,otc alterations permit,2024-04-12T00:00:00.000,3708,056,525,Market,St,28th fl new ductwork and grilles as required to serve private office. relocate existing thermostat to private office. ref to t.i. 202404129854,issued,2024-04-19T15:45:24.000,38,38,27114.0,office,,office,,2,B,B,1,constr type 1,1,constr type 1,2024-04-19T15:37:14.000,in-house,N,Y,6,Financial District/South Beach,94105,"{'type': 'Point', 'coordinates': [-122.399325506, 37.790631414]}",eas_address_point,1692713164534,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T08:02:25.000,2024-04-19T15:45:24.000,,27114.0,,,,,,,
202404129914,8,otc alterations permit,2024-04-12T00:00:00.000,1790,010R,1366,36th,Av,revision for pa# 202205103951. foundation work for remodel project. revision include founation details at backyard and property lines. to comply with nov# 202421457.,issued,2024-05-13T14:08:58.000,3,3,1.0,1 family dwelling,1.0,2 family dwelling,2.0,2,"R-3,U","R-3,U",5,wood frame (5),5,wood frame (5),2024-05-13T14:02:27.000,in-house,N,Y,4,Sunset/Parkside,94122,"{'type': 'Point', 'coordinates': [-122.494928733, 37.761532307]}",eas_address_point,1692801114382,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T13:32:40.000,2024-05-13T14:08:58.000,,10000.0,,,,,,,
202404129899,8,otc alterations permit,2024-04-12T00:00:00.000,1680,016,891,37th,Av,replace 2 front alum wood clad marvin windows in kind. and 2 vinyl window not visible from street. u < 0.30,complete,2024-07-31T16:17:30.000,2,2,12000.0,2 family dwelling,2.0,2 family dwelling,2.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-29T12:30:21.000,in-house,N,Y,1,Outer Richmond,94121,"{'type': 'Point', 'coordinates': [-122.497287843, 37.772190763]}",eas_address_point,1692783109927,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T12:33:21.000,2024-04-29T12:34:36.000,2024-07-31T16:17:30.000,12000.0,,,,,,,
202404129859,8,otc alterations permit,2024-04-12T00:00:00.000,3773,100A,501,Delancey,St,"bldg 9 unit 518 - like for like; remove and replace; (1) kitchen, cabinets, countertops, sink, faucet; (1) bathrroms, vanity sinks, faucets, toilets, vacancy sensors; exhaust fan to remain; he lighting fixtures, outlets, switches w/ covers; no fire sprinkler/alarm modifications; no removing walls.",complete,2024-05-14T12:02:53.000,6,6,60000.0,apartments,117.0,apartments,117.0,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-04-12T11:08:04.000,in-house,N,Y,6,Financial District/South Beach,94107,"{'type': 'Point', 'coordinates': [-122.390327293, 37.784918571]}",eas_address_point,1692740471170,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T09:27:04.000,2024-04-12T11:21:40.000,2024-05-14T12:02:53.000,60000.0,,,,,,,
202404129925,8,otc alterations permit,2024-04-12T00:00:00.000,0711C,051,1250,Ellis,St,"unit 3: kitchen remodel, new cabinets, sink in e) location. install washer in dryer rm. 2 bathrooms change vanities",complete,2024-10-18T10:20:19.000,3,3,36000.0,apartments,12.0,apartments,12.0,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-04-12T15:14:59.000,in-house,N,Y,2,Western Addition,94109,"{'type': 'Point', 'coordinates': [-122.426714779, 37.783611021]}",eas_address_point,1692813438354,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T14:29:11.000,2024-04-12T15:30:38.000,2024-10-18T10:20:19.000,36000.0,3,,,,,,
202404129893,8,otc alterations permit,2024-04-12T00:00:00.000,0996,014,3474,Clay,St,powder room remodel no change to layout. located at 1st fl bathroom remodel no change to layout located on groiund floor- laundry remodel no change to layout located ground floor. all non structural. replace two winodws in kind at rear of house not visible from street.,issued,2024-04-12T12:59:15.000,3,3,50000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-12T12:57:33.000,in-house,N,Y,2,Presidio Heights,94118,"{'type': 'Point', 'coordinates': [-122.450075777, 37.788933313]}",eas_address_point,169277886416,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T12:13:11.000,2024-04-12T12:59:15.000,,50000.0,,,,,,,
202404129850,8,otc alterations permit,2024-04-12T00:00:00.000,1119,001,5,Anzavista,Av,upgrade existing fire alarm system to comply with sffc section 1103.7.6.1,complete,2024-12-31T15:36:41.000,4,4,20400.0,apartments,5.0,apartments,5.0,2,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-04-12T09:44:56.000,in-house,N,,2,Lone Mountain/USF,94115,"{'type': 'Point', 'coordinates': [-122.442072064, 37.779601268]}",eas_address_point,1692728280880,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T08:44:38.000,2024-04-12T09:51:16.000,2024-12-31T15:36:41.000,26500.0,,Y,,,,,
202404129881,8,otc alterations permit,2024-04-12T00:00:00.000,5843,012,342,Alemany,Bl,unit #1 replace (5) windows with nail fin aluminum windows (not street visible) unit #2 replace (5) windows nail fin aluminum windows (2 street visible) unit #3 replace (5) windows nail fin aluminum windows (not street visible) unit #4 replace (5) windows nail fin aluminum windows (2 street visible),complete,2024-07-16T09:58:49.000,2,2,62863.0,apartments,4.0,apartments,4.0,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-04-12T11:44:18.000,in-house,N,Y,9,Bernal Heights,94110,"{'type': 'Point', 'coordinates': [-122.412909848, 37.733950856]}",eas_address_point,1692762251131,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T11:09:40.000,2024-04-12T11:49:03.000,2024-07-16T09:58:49.000,62863.0,,,,,,,
202404129933,8,otc alterations permit,2024-04-12T00:00:00.000,0958,022,2835,Vallejo,St,to obtain final inspection for work approved under pa# 201603313547. all work is complete.,complete,2024-04-18T08:55:45.000,3,3,1.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-12T15:07:38.000,in-house,N,Y,2,Pacific Heights,94123,"{'type': 'Point', 'coordinates': [-122.443957892, 37.793814246]}",eas_address_point,169282185372,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T15:05:19.000,2024-04-12T15:32:23.000,2024-04-18T08:55:45.000,1.0,,,,,,,
202404129919,8,otc alterations permit,2024-04-12T00:00:00.000,0337,015,499,Eddy,St,"in response to notice of enforcement 2024-001408enf. existing ground fl retail space to remain as general grocery use and that beer,wine, and or liquor sales shall occupy less than 15% of the occupied fl area of the establishment. replace exterior security gate with accordion gate per plans.",complete,2024-10-24T15:32:42.000,4,4,1.0,retail sales,1.0,retail sales,1.0,2,"R-2,M,R-3","R-2,M,R-3",3,constr type 3,3,constr type 3,2024-09-09T12:10:22.000,in-house,N,Y,5,Tenderloin,94109,"{'type': 'Point', 'coordinates': [-122.415653396, 37.783330835]}",eas_address_point,1692807368452,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T13:53:47.000,2024-09-09T12:17:51.000,2024-10-24T15:32:42.000,5000.0,,,,,,,
202404129938,8,otc alterations permit,2024-04-12T00:00:00.000,1104,008,156,Terra Vista,Av,"unit 3: revision to no-plan permit 202312051985 to provide drawings per inspector's request. work includes kitchen relocation, bedroom relocation, new bedroom, bath renovation in kind. no change to exteriors.",complete,2024-11-07T15:35:26.000,2,2,1.0,apartments,5.0,apartments,5.0,2,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-04-23T14:22:37.000,in-house,N,Y,2,Lone Mountain/USF,94115,"{'type': 'Point', 'coordinates': [-122.444655236, 37.781312818]}",eas_address_point,1692826401454,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T15:31:59.000,2024-04-23T14:30:29.000,2024-11-07T15:35:26.000,1.0,0,,,,,,
202404129845,8,otc alterations permit,2024-04-12T00:00:00.000,1936,026,1652,08th,Av,replace 5 street facing windows in kind (e)/(n)= wood/wood operations and grille patterns to remain the same (casements). street facing.,complete,2024-08-22T08:53:34.000,1,1,19957.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-12T09:13:28.000,in-house,N,Y,7,Inner Sunset,94122,"{'type': 'Point', 'coordinates': [-122.464475707, 37.757493829]}",eas_address_point,1692722121212,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T08:30:54.000,2024-04-12T09:18:59.000,2024-08-22T08:53:34.000,19957.0,,,,,,,
202404129924,8,otc alterations permit,2024-04-12T00:00:00.000,8721,033,1455,03rd,St,2nd fl. addition of 2 (n) fences with gates to (e) terrace,complete,2025-01-27T10:36:35.000,12,12,170466.0,office,,office,,2,B,B,1,constr type 1,1,constr type 1,2024-08-08T09:33:42.000,in-house,N,Y,6,Mission Bay,94158,"{'type': 'Point', 'coordinates': [-122.388772581, 37.770060965]}",eas_address_point,1692812504722,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T14:25:21.000,2024-08-08T09:35:29.000,2025-01-27T10:36:35.000,170466.0,,,,,,,
202404129879,8,otc alterations permit,2024-04-12T00:00:00.000,2338,033,2324,09th,Av,reroof,complete,2024-07-16T09:27:23.000,3,3,44800.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-12T11:46:47.000,in-house,N,Y,7,West of Twin Peaks,94116,"{'type': 'Point', 'coordinates': [-122.467397885, 37.746907134]}",eas_address_point,1692759131745,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T10:58:03.000,2024-04-12T11:48:54.000,2024-07-16T09:27:23.000,44800.0,,,,,,,
202404129858,8,otc alterations permit,2024-04-12T00:00:00.000,0986,022,3409,Jackson,St,replace front side and repair windows in kind. same on 2nd and 3rd (non to be replaced on the ground floor) patching stucco will be necessary around the windows. tot of 25 u=.30max,issued,2024-04-12T10:37:47.000,3,3,45000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-12T10:27:21.000,in-house,N,Y,2,Presidio Heights,94118,"{'type': 'Point', 'coordinates': [-122.451090306, 37.790143399]}",eas_address_point,169273786137,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T09:21:23.000,2024-04-12T10:37:47.000,,45000.0,,,,,,,
202404129913,8,otc alterations permit,2024-04-12T00:00:00.000,5290,010,1734,La Salle,Av,install insulation drywall per code requirement for lower unit (1734) replace kitchen cabinets bathrooms sink repalce wetdry wall. all work in kind.,complete,2024-12-20T07:30:29.000,3,3,30000.0,2 family dwelling,2.0,2 family dwelling,2.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-12T13:44:29.000,in-house,N,Y,10,Bayview Hunters Point,94124,"{'type': 'Point', 'coordinates': [-122.391028298, 37.738132876]}",eas_address_point,1692800178479,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T13:30:48.000,2024-04-12T13:48:36.000,2024-12-20T07:30:29.000,30000.0,,,,,,,
202404129873,8,otc alterations permit,2024-04-12T00:00:00.000,7258,016,93,Clearfield,Dr,amend existing permit pa 2023-1120-1130 to include washer/dryer hook up with sink,issued,2024-04-12T11:07:07.000,2,2,1.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-12T11:04:37.000,in-house,N,Y,4,Sunset/Parkside,94132,"{'type': 'Point', 'coordinates': [-122.491712612, 37.732253331]}",eas_address_point,1692754225474,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T10:23:52.000,2024-04-12T11:07:07.000,,2000.0,,,,,,,
202404129907,8,otc alterations permit,2024-04-12T00:00:00.000,5988,039,759,Burrows,St,"kitchen remodel in kind no structural work. no exterior work, new appliances. new plumbing as needed",complete,2024-05-29T10:40:43.000,1,1,25000.0,2 family dwelling,2.0,2 family dwelling,2.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-12T13:16:23.000,in-house,N,Y,9,Portola,94134,"{'type': 'Point', 'coordinates': [-122.410754007, 37.727002299]}",eas_address_point,1692793193316,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T12:52:21.000,2024-04-12T13:32:43.000,2024-05-29T10:40:43.000,36123.0,15,,,,,,
202404129840,8,otc alterations permit,2024-04-12T00:00:00.000,0685,001,1745,Buchanan,St,kitchen remodel & bathrooms remodel - no wall changed. update electrical in the unit,complete,2024-09-24T10:31:28.000,2,2,60000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-12T09:13:11.000,in-house,N,Y,5,Japantown,94115,"{'type': 'Point', 'coordinates': [-122.430219874, 37.786342268]}",eas_address_point,169271779158,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-12T08:13:47.000,2024-04-12T09:15:09.000,2024-09-24T10:31:28.000,60000.0,,,,,,,
